id,chr,start,end,strand
BGIOSGA031559-PA,10,18787692,18788332,-
BGIOSGA031559-PA,10,18789770,18790300,-
BGIOSGA033274-PA,10,18792203,18792805,+
BGIOSGA033274-PA,10,18793945,18794808,+
BGIOSGA033275-PA,10,18801095,18802663,+
BGIOSGA031557-PA,10,18805361,18806932,-
BGIOSGA031556-PA,10,18830652,18831346,-
BGIOSGA031556-PA,10,18831460,18831664,-
BGIOSGA031555-PA,10,18833658,18833781,-
BGIOSGA031555-PA,10,18833871,18834544,-
BGIOSGA031555-PA,10,18835433,18835510,-
BGIOSGA031555-PA,10,18835599,18836051,-
BGIOSGA031555-PA,10,18836178,18836484,-
BGIOSGA031555-PA,10,18836621,18836721,-
BGIOSGA033279-PA,10,18854861,18855107,+
BGIOSGA033279-PA,10,18855244,18855320,+
BGIOSGA033279-PA,10,18855801,18855907,+
BGIOSGA033279-PA,10,18856014,18856095,+
BGIOSGA033279-PA,10,18856171,18856283,+
BGIOSGA033279-PA,10,18856492,18856555,+
BGIOSGA033279-PA,10,18856661,18856735,+
BGIOSGA033279-PA,10,18857169,18857285,+
BGIOSGA033279-PA,10,18857609,18857677,+
BGIOSGA033279-PA,10,18857797,18857889,+
BGIOSGA033279-PA,10,18858206,18858308,+
BGIOSGA033279-PA,10,18858513,18858637,+
BGIOSGA033279-PA,10,18858790,18858839,+
BGIOSGA033279-PA,10,18858950,18859016,+
BGIOSGA033279-PA,10,18859136,18859215,+
BGIOSGA033279-PA,10,18859511,18859639,+
BGIOSGA033279-PA,10,18859747,18859813,+
BGIOSGA033279-PA,10,18859902,18859985,+
BGIOSGA031553-PA,10,18884717,18885100,-
BGIOSGA031553-PA,10,18885235,18886038,-
BGIOSGA031553-PA,10,18886292,18886793,-
BGIOSGA031553-PA,10,18887517,18887905,-
BGIOSGA031552-PA,10,18911299,18911955,-
BGIOSGA031552-PA,10,18912739,18913626,-
BGIOSGA033283-PA,10,18977363,18977517,+
BGIOSGA033283-PA,10,18977623,18977758,+
BGIOSGA033283-PA,10,18978013,18978062,+
BGIOSGA033283-PA,10,18978686,18978739,+
BGIOSGA033283-PA,10,18978973,18980338,+
BGIOSGA031544-PA,10,19029072,19030679,-
BGIOSGA033287-PA,10,19045507,19046817,+
BGIOSGA031542-PA,10,19054162,19055397,-
BGIOSGA033289-PA,10,19060097,19061200,+
BGIOSGA033290-PA,10,19065048,19065101,+
BGIOSGA033290-PA,10,19065152,19066171,+
BGIOSGA031539-PA,10,19074164,19074511,-
BGIOSGA031539-PA,10,19074724,19075119,-
BGIOSGA031539-PA,10,19075298,19075480,-
BGIOSGA031534-PA,10,19125842,19125998,-
BGIOSGA031534-PA,10,19126571,19126842,-
BGIOSGA031534-PA,10,19127086,19127118,-
BGIOSGA033294-PA,10,19142476,19142778,+
BGIOSGA033294-PA,10,19143263,19143742,+
BGIOSGA033294-PA,10,19145315,19145596,+
BGIOSGA033295-PA,10,19148527,19148545,+
BGIOSGA033295-PA,10,19148647,19148915,+
BGIOSGA033295-PA,10,19150133,19150344,+
BGIOSGA033295-PA,10,19151124,19151391,+
BGIOSGA033295-PA,10,19151477,19151770,+
BGIOSGA031533-PA,10,19152244,19152785,-
BGIOSGA031533-PA,10,19153432,19153523,-
BGIOSGA031533-PA,10,19154073,19154216,-
BGIOSGA031533-PA,10,19154336,19154382,-
BGIOSGA031533-PA,10,19154502,19154560,-
BGIOSGA031533-PA,10,19154654,19154814,-
BGIOSGA031533-PA,10,19154902,19155110,-
BGIOSGA031533-PA,10,19155205,19155276,-
BGIOSGA031533-PA,10,19155654,19155713,-
BGIOSGA031533-PA,10,19155843,19156019,-
BGIOSGA031532-PA,10,19164035,19164096,-
BGIOSGA031532-PA,10,19164184,19164286,-
BGIOSGA031532-PA,10,19164510,19164593,-
BGIOSGA031532-PA,10,19164670,19164765,-
BGIOSGA031532-PA,10,19164847,19164897,-
BGIOSGA031532-PA,10,19165155,19165248,-
BGIOSGA031532-PA,10,19165671,19165744,-
BGIOSGA031532-PA,10,19165848,19166120,-
BGIOSGA031532-PA,10,19166360,19166632,-
BGIOSGA031532-PA,10,19166737,19166796,-
BGIOSGA031532-PA,10,19167135,19167227,-
BGIOSGA031532-PA,10,19167314,19167568,-
BGIOSGA031532-PA,10,19168458,19168517,-
BGIOSGA031530-PA,10,19198681,19198965,-
BGIOSGA031530-PA,10,19199240,19200318,-
BGIOSGA031530-PA,10,19200511,19200814,-
BGIOSGA033299-PA,10,19225077,19225275,+
BGIOSGA033299-PA,10,19225359,19225472,+
BGIOSGA033299-PA,10,19225517,19225614,+
BGIOSGA033299-PA,10,19225723,19225866,+
BGIOSGA033299-PA,10,19227233,19227386,+
BGIOSGA033299-PA,10,19227867,19228063,+
BGIOSGA033300-PA,10,19233716,19235398,+
BGIOSGA033305-PA,10,19315022,19315132,+
BGIOSGA033305-PA,10,19317339,19317531,+
BGIOSGA033305-PA,10,19318896,19319512,+
BGIOSGA033306-PA,10,19331605,19331645,+
BGIOSGA033306-PA,10,19331833,19331900,+
BGIOSGA033306-PA,10,19332294,19332364,+
BGIOSGA033306-PA,10,19332690,19332732,+
BGIOSGA033306-PA,10,19332904,19332974,+
BGIOSGA033306-PA,10,19333301,19333343,+
BGIOSGA033306-PA,10,19333540,19333610,+
BGIOSGA033306-PA,10,19333970,19334068,+
BGIOSGA033306-PA,10,19334142,19334183,+
BGIOSGA033306-PA,10,19334257,19334348,+
BGIOSGA033306-PA,10,19334572,19334723,+
BGIOSGA033306-PA,10,19334826,19334935,+
BGIOSGA033306-PA,10,19335898,19336059,+
BGIOSGA033306-PA,10,19336158,19336357,+
BGIOSGA033306-PA,10,19336697,19336778,+
BGIOSGA033306-PA,10,19336859,19336963,+
BGIOSGA033306-PA,10,19337050,19337154,+
BGIOSGA033306-PA,10,19337248,19337559,+
BGIOSGA031524-PA,10,19372480,19372773,-
BGIOSGA031524-PA,10,19373380,19373577,-
BGIOSGA031524-PA,10,19374202,19374363,-
BGIOSGA031524-PA,10,19374467,19374615,-
BGIOSGA031524-PA,10,19374793,19374940,-
BGIOSGA031524-PA,10,19375021,19375089,-
BGIOSGA031524-PA,10,19375175,19375423,-
BGIOSGA031524-PA,10,19375642,19375836,-
BGIOSGA031524-PA,10,19376149,19376265,-
BGIOSGA031524-PA,10,19376778,19378340,-
BGIOSGA031523-PA,10,19382616,19384895,-
BGIOSGA033311-PA,10,19426296,19426556,+
BGIOSGA031518-PA,10,19436152,19436526,-
BGIOSGA031518-PA,10,19436646,19437002,-
BGIOSGA031515-PA,10,19450597,19450887,-
BGIOSGA031515-PA,10,19451143,19451490,-
BGIOSGA031514-PA,10,19452132,19452248,-
BGIOSGA031514-PA,10,19452358,19453044,-
BGIOSGA031511-PA,10,19496449,19499136,-
BGIOSGA033319-PA,10,19501810,19502136,+
BGIOSGA033319-PA,10,19502208,19502576,+
BGIOSGA033321-PA,10,19520580,19520909,+
BGIOSGA033321-PA,10,19521001,19521366,+
BGIOSGA033324-PA,10,19531282,19531572,+
BGIOSGA033324-PA,10,19531702,19531784,+
BGIOSGA033324-PA,10,19532398,19532458,+
BGIOSGA033324-PA,10,19532814,19532987,+
BGIOSGA033334-PA,10,19570475,19570801,+
BGIOSGA033334-PA,10,19570895,19571272,+
BGIOSGA033337-PA,10,19594041,19594892,+
BGIOSGA033340-PA,10,19609097,19609200,+
BGIOSGA033340-PA,10,19609542,19610211,+
BGIOSGA033340-PA,10,19611262,19611939,+
BGIOSGA033341-PA,10,19615440,19615763,+
BGIOSGA033341-PA,10,19615837,19616148,+
BGIOSGA031507-PA,10,19620908,19623316,-
BGIOSGA031505-PA,10,19629422,19629651,-
BGIOSGA031505-PA,10,19630475,19630559,-
BGIOSGA031505-PA,10,19630667,19630799,-
BGIOSGA031505-PA,10,19630999,19631498,-
BGIOSGA033343-PA,10,19649043,19649196,+
BGIOSGA033343-PA,10,19649311,19649651,+
BGIOSGA033344-PA,10,19650594,19651202,+
BGIOSGA033345-PA,10,19656226,19657892,+
BGIOSGA033345-PA,10,19657985,19658126,+
BGIOSGA033345-PA,10,19658444,19658753,+
BGIOSGA033345-PA,10,19658829,19660729,+
BGIOSGA033345-PA,10,19660820,19660913,+
BGIOSGA033345-PA,10,19661216,19661703,+
BGIOSGA033345-PA,10,19662182,19662862,+
BGIOSGA033345-PA,10,19663133,19663207,+
BGIOSGA033345-PA,10,19663598,19663795,+
BGIOSGA031504-PA,10,19668067,19668388,-
BGIOSGA031504-PA,10,19670076,19670275,-
BGIOSGA031504-PA,10,19670351,19671250,-
BGIOSGA033346-PA,10,19689794,19690585,+
BGIOSGA033351-PA,10,19742308,19744332,+
BGIOSGA031497-PA,10,19764858,19765157,-
BGIOSGA031497-PA,10,19765239,19765365,-
BGIOSGA031497-PA,10,19765471,19765544,-
BGIOSGA031497-PA,10,19765629,19765631,-
BGIOSGA031494-PA,10,19775273,19775926,-
BGIOSGA031494-PA,10,19776375,19776435,-
BGIOSGA031494-PA,10,19777588,19777967,-
BGIOSGA031494-PA,10,19778675,19779343,-
BGIOSGA033356-PA,10,19851229,19851413,+
BGIOSGA033356-PA,10,19858076,19858154,+
BGIOSGA033356-PA,10,19859897,19859958,+
BGIOSGA033356-PA,10,19860058,19860157,+
BGIOSGA033356-PA,10,19860296,19860337,+
BGIOSGA033356-PA,10,19860453,19860494,+
BGIOSGA033356-PA,10,19860796,19860987,+
BGIOSGA033357-PA,10,19874144,19874356,+
BGIOSGA033357-PA,10,19874453,19874700,+
BGIOSGA033357-PA,10,19878758,19879082,+
BGIOSGA033357-PA,10,19879651,19879893,+
BGIOSGA033360-PA,10,19888420,19888653,+
BGIOSGA033360-PA,10,19888754,19888942,+
BGIOSGA033360-PA,10,19889643,19890227,+
BGIOSGA031489-PA,10,19905090,19906028,-
BGIOSGA031488-PA,10,19916802,19917955,-
BGIOSGA031488-PA,10,19918048,19918219,-
BGIOSGA031488-PA,10,19918321,19918419,-
BGIOSGA031488-PA,10,19918685,19920255,-
BGIOSGA031488-PA,10,19921207,19921501,-
BGIOSGA031487-PA,10,19927951,19929312,-
BGIOSGA031487-PA,10,19929729,19929909,-
BGIOSGA031487-PA,10,19930000,19930255,-
BGIOSGA031487-PA,10,19930909,19931236,-
BGIOSGA031487-PA,10,19931359,19932516,-
BGIOSGA031487-PA,10,19933157,19933903,-
BGIOSGA031487-PA,10,19934658,19934939,-
BGIOSGA033364-PA,10,19953805,19954989,+
BGIOSGA033365-PA,10,19961266,19962414,+
BGIOSGA033371-PA,10,20003827,20005044,+
BGIOSGA031486-PA,10,20008725,20009780,-
BGIOSGA031485-PA,10,20011311,20011622,-
BGIOSGA033375-PA,10,20041305,20041383,+
BGIOSGA033375-PA,10,20041774,20042340,+
BGIOSGA033375-PA,10,20042465,20042496,+
BGIOSGA033375-PA,10,20042560,20043414,+
BGIOSGA033375-PA,10,20044067,20044254,+
BGIOSGA033375-PA,10,20044354,20044789,+
BGIOSGA031484-PA,10,20048017,20048793,-
BGIOSGA031483-PA,10,20051841,20053886,-
BGIOSGA033380-PA,10,20115246,20115392,+
BGIOSGA033380-PA,10,20115487,20115684,+
BGIOSGA033380-PA,10,20116243,20116448,+
BGIOSGA033380-PA,10,20117496,20118054,+
BGIOSGA031479-PA,10,20121060,20121374,-
BGIOSGA031479-PA,10,20121871,20122114,-
BGIOSGA031479-PA,10,20124428,20124614,-
BGIOSGA031479-PA,10,20125232,20125262,-
BGIOSGA031479-PA,10,20125414,20125490,-
BGIOSGA031479-PA,10,20125680,20125827,-
BGIOSGA031477-PA,10,20182978,20183126,-
BGIOSGA031477-PA,10,20183202,20183294,-
BGIOSGA031477-PA,10,20184086,20184114,-
BGIOSGA031477-PA,10,20184219,20184277,-
BGIOSGA031477-PA,10,20184350,20184463,-
BGIOSGA031477-PA,10,20184554,20184843,-
BGIOSGA031477-PA,10,20184921,20185649,-
BGIOSGA031477-PA,10,20187156,20187420,-
BGIOSGA033386-PA,10,20214795,20215169,+
BGIOSGA033386-PA,10,20215328,20215463,+
BGIOSGA033386-PA,10,20216157,20216290,+
BGIOSGA033386-PA,10,20216832,20216937,+
BGIOSGA033386-PA,10,20217337,20217422,+
BGIOSGA033386-PA,10,20217758,20217946,+
BGIOSGA033386-PA,10,20218459,20218632,+
BGIOSGA033386-PA,10,20218748,20218861,+
BGIOSGA033386-PA,10,20218997,20219251,+
BGIOSGA031474-PA,10,20250157,20250249,-
BGIOSGA031474-PA,10,20250676,20250846,-
BGIOSGA031474-PA,10,20251197,20251403,-
BGIOSGA031474-PA,10,20251510,20251968,-
BGIOSGA031474-PA,10,20251984,20252196,-
BGIOSGA033391-PA,10,20258816,20258932,+
BGIOSGA033391-PA,10,20259508,20259759,+
BGIOSGA033391-PA,10,20259847,20259990,+
BGIOSGA033391-PA,10,20260100,20260819,+
BGIOSGA033391-PA,10,20261281,20261503,+
BGIOSGA033391-PA,10,20261780,20261840,+
BGIOSGA033391-PA,10,20262611,20262935,+
BGIOSGA033392-PA,10,20276942,20277089,+
BGIOSGA033392-PA,10,20277161,20277339,+
BGIOSGA033392-PA,10,20278358,20278441,+
BGIOSGA033392-PA,10,20279150,20279317,+
BGIOSGA033392-PA,10,20279604,20279726,+
BGIOSGA033393-PA,10,20292884,20293208,+
BGIOSGA033393-PA,10,20293738,20294105,+
BGIOSGA033393-PA,10,20294824,20295060,+
BGIOSGA033393-PA,10,20295994,20296245,+
BGIOSGA031473-PA,10,20297695,20297782,-
BGIOSGA031473-PA,10,20298075,20298325,-
BGIOSGA031473-PA,10,20298805,20299089,-
BGIOSGA031473-PA,10,20299839,20300284,-
BGIOSGA031473-PA,10,20300371,20300761,-
BGIOSGA031472-PA,10,20311091,20311658,-
BGIOSGA031472-PA,10,20312359,20312454,-
BGIOSGA031472-PA,10,20313483,20313586,-
BGIOSGA031471-PA,10,20322288,20322789,-
BGIOSGA031471-PA,10,20322874,20322952,-
BGIOSGA031471-PA,10,20323104,20323207,-
BGIOSGA031471-PA,10,20323791,20323921,-
BGIOSGA031471-PA,10,20324034,20324144,-
BGIOSGA031471-PA,10,20324966,20325019,-
BGIOSGA031471-PA,10,20325337,20325372,-
BGIOSGA031471-PA,10,20325653,20325697,-
BGIOSGA031471-PA,10,20325770,20325859,-
BGIOSGA031471-PA,10,20325955,20326033,-
BGIOSGA031471-PA,10,20326154,20326488,-
BGIOSGA033400-PA,10,20333551,20334046,+
BGIOSGA033400-PA,10,20337268,20337308,+
BGIOSGA033402-PA,10,20341578,20341991,+
BGIOSGA033402-PA,10,20342311,20342397,+
BGIOSGA033402-PA,10,20342583,20342683,+
BGIOSGA033402-PA,10,20342771,20342821,+
BGIOSGA033402-PA,10,20343470,20343644,+
BGIOSGA033402-PA,10,20343732,20344046,+
BGIOSGA033402-PA,10,20344358,20344561,+
BGIOSGA033402-PA,10,20344651,20345169,+
BGIOSGA033402-PA,10,20345255,20345464,+
BGIOSGA033402-PA,10,20345947,20346135,+
BGIOSGA033402-PA,10,20347108,20347259,+
BGIOSGA033402-PA,10,20347540,20347692,+
BGIOSGA033402-PA,10,20347780,20347861,+
BGIOSGA033402-PA,10,20347941,20348330,+
BGIOSGA033403-PA,10,20350870,20351136,+
BGIOSGA033403-PA,10,20351242,20351409,+
BGIOSGA033403-PA,10,20351489,20351560,+
BGIOSGA033403-PA,10,20351859,20351937,+
BGIOSGA033403-PA,10,20352169,20352233,+
BGIOSGA033403-PA,10,20352327,20352416,+
BGIOSGA033403-PA,10,20352709,20352798,+
BGIOSGA033403-PA,10,20353054,20353140,+
BGIOSGA033403-PA,10,20353335,20353418,+
BGIOSGA033403-PA,10,20353547,20353666,+
BGIOSGA033403-PA,10,20353745,20353773,+
BGIOSGA033403-PA,10,20354299,20354431,+
BGIOSGA033403-PA,10,20354900,20355352,+
BGIOSGA033403-PA,10,20355862,20356349,+
BGIOSGA033403-PA,10,20356431,20356494,+
BGIOSGA033403-PA,10,20356572,20356674,+
BGIOSGA033403-PA,10,20356788,20356939,+
BGIOSGA033403-PA,10,20357051,20357176,+
BGIOSGA033403-PA,10,20357319,20357389,+
BGIOSGA033403-PA,10,20357551,20357613,+
BGIOSGA033403-PA,10,20358278,20358350,+
BGIOSGA033403-PA,10,20358831,20358950,+
BGIOSGA033403-PA,10,20359039,20359116,+
BGIOSGA033403-PA,10,20359293,20359343,+
BGIOSGA033403-PA,10,20359445,20359555,+
BGIOSGA033404-PA,10,20369073,20369582,+
BGIOSGA033404-PA,10,20370544,20370840,+
BGIOSGA033404-PA,10,20370973,20371170,+
BGIOSGA033404-PA,10,20371506,20371607,+
BGIOSGA033404-PA,10,20371718,20371858,+
BGIOSGA033404-PA,10,20371929,20372036,+
BGIOSGA033404-PA,10,20372346,20372428,+
BGIOSGA033404-PA,10,20372589,20372751,+
BGIOSGA033404-PA,10,20373393,20373451,+
BGIOSGA033404-PA,10,20373584,20373596,+
BGIOSGA033405-PA,10,20387397,20388083,+
BGIOSGA031467-PA,10,20392359,20392560,-
BGIOSGA031467-PA,10,20393777,20393910,-
BGIOSGA031467-PA,10,20394031,20397780,-
BGIOSGA031467-PA,10,20398526,20398646,-
BGIOSGA031467-PA,10,20398883,20398920,-
BGIOSGA031467-PA,10,20399565,20399687,-
BGIOSGA031467-PA,10,20399777,20399974,-
BGIOSGA031467-PA,10,20400739,20400825,-
BGIOSGA031466-PA,10,20408253,20408981,-
BGIOSGA033406-PA,10,20417063,20418055,+
BGIOSGA033406-PA,10,20418184,20418373,+
BGIOSGA033406-PA,10,20418732,20419006,+
BGIOSGA031465-PA,10,20424039,20424197,-
BGIOSGA031465-PA,10,20424643,20424721,-
BGIOSGA031465-PA,10,20426882,20427035,-
BGIOSGA031465-PA,10,20427181,20427260,-
BGIOSGA031465-PA,10,20427843,20428009,-
BGIOSGA033408-PA,10,20465964,20466150,+
BGIOSGA033408-PA,10,20466434,20466543,+
BGIOSGA033408-PA,10,20466930,20467442,+
BGIOSGA031459-PA,10,20468758,20468958,-
BGIOSGA031459-PA,10,20469662,20470426,-
BGIOSGA031459-PA,10,20470513,20471061,-
BGIOSGA031459-PA,10,20471135,20471275,-
BGIOSGA031459-PA,10,20471351,20471762,-
BGIOSGA031459-PA,10,20471937,20472041,-
BGIOSGA031459-PA,10,20472125,20472246,-
BGIOSGA031459-PA,10,20472329,20472450,-
BGIOSGA031459-PA,10,20473272,20473554,-
BGIOSGA031458-PA,10,20474752,20477778,-
BGIOSGA033409-PA,10,20490915,20491295,+
BGIOSGA033413-PA,10,20561916,20562072,+
BGIOSGA033413-PA,10,20562493,20562551,+
BGIOSGA033413-PA,10,20562798,20564367,+
BGIOSGA033413-PA,10,20564456,20564583,+
BGIOSGA033413-PA,10,20564666,20564906,+
BGIOSGA033413-PA,10,20565033,20565583,+
BGIOSGA031451-PA,10,20586668,20586741,-
BGIOSGA031451-PA,10,20586867,20587100,-
BGIOSGA031451-PA,10,20587174,20587260,-
BGIOSGA031451-PA,10,20588508,20588592,-
BGIOSGA031451-PA,10,20588956,20589301,-
BGIOSGA031451-PA,10,20591036,20591202,-
BGIOSGA031450-PA,10,20601105,20601221,-
BGIOSGA031450-PA,10,20601634,20601978,-
BGIOSGA031450-PA,10,20602478,20602786,-
BGIOSGA031450-PA,10,20602871,20602945,-
BGIOSGA031450-PA,10,20603051,20603205,-
BGIOSGA031450-PA,10,20603291,20603729,-
BGIOSGA033414-PA,10,20608901,20610028,+
BGIOSGA033415-PA,10,20617583,20617885,+
BGIOSGA033415-PA,10,20621064,20621186,+
BGIOSGA033415-PA,10,20623311,20625161,+
BGIOSGA033415-PA,10,20625465,20625800,+
BGIOSGA033417-PA,10,20634292,20634828,+
BGIOSGA033417-PA,10,20635264,20636150,+
BGIOSGA033417-PA,10,20636278,20636326,+
BGIOSGA031447-PA,10,20645037,20645177,-
BGIOSGA031447-PA,10,20645439,20645700,-
BGIOSGA031447-PA,10,20645814,20645842,-
BGIOSGA031446-PA,10,20651530,20652801,-
BGIOSGA031446-PA,10,20652914,20654059,-
BGIOSGA031445-PA,10,20673355,20673843,-
BGIOSGA033421-PA,10,20705384,20705528,+
BGIOSGA033421-PA,10,20705741,20705862,+
BGIOSGA033421-PA,10,20705993,20706114,+
BGIOSGA033421-PA,10,20706229,20706333,+
BGIOSGA033421-PA,10,20706421,20706511,+
BGIOSGA033421-PA,10,20706608,20706751,+
BGIOSGA033421-PA,10,20706868,20707236,+
BGIOSGA033421-PA,10,20707355,20707552,+
BGIOSGA031435-PA,10,20752455,20753591,-
BGIOSGA033423-PA,10,20759760,20760128,+
BGIOSGA033423-PA,10,20761168,20761521,+
BGIOSGA033423-PA,10,20761730,20761817,+
BGIOSGA033423-PA,10,20762157,20762581,+
BGIOSGA033423-PA,10,20762790,20762945,+
BGIOSGA033423-PA,10,20763162,20763329,+
BGIOSGA033423-PA,10,20763483,20763623,+
BGIOSGA033423-PA,10,20763706,20763942,+
BGIOSGA033423-PA,10,20764023,20764136,+
BGIOSGA033423-PA,10,20764409,20764585,+
BGIOSGA031430-PA,10,20815198,20816277,-
BGIOSGA031429-PA,10,20836033,20836560,-
BGIOSGA031429-PA,10,20836733,20836842,-
BGIOSGA031429-PA,10,20836947,20837124,-
BGIOSGA031428-PA,10,20843948,20844472,-
BGIOSGA031428-PA,10,20844829,20844938,-
BGIOSGA031428-PA,10,20845043,20845193,-
BGIOSGA031427-PA,10,20855833,20856160,-
BGIOSGA031427-PA,10,20856506,20856690,-
BGIOSGA031427-PA,10,20856827,20856936,-
BGIOSGA031427-PA,10,20857040,20857223,-
BGIOSGA033426-PA,10,20867297,20867519,+
BGIOSGA033426-PA,10,20867614,20867723,+
BGIOSGA033426-PA,10,20867973,20868157,+
BGIOSGA033426-PA,10,20868736,20869078,+
BGIOSGA031426-PA,10,20871548,20871652,-
BGIOSGA031426-PA,10,20871749,20872120,-
BGIOSGA031426-PA,10,20872639,20872704,-
BGIOSGA031426-PA,10,20874665,20874781,-
BGIOSGA031426-PA,10,20874934,20875671,-
BGIOSGA031425-PA,10,20897107,20897244,-
BGIOSGA031425-PA,10,20897327,20897428,-
BGIOSGA031425-PA,10,20897520,20897762,-
BGIOSGA031425-PA,10,20898163,20898291,-
BGIOSGA031425-PA,10,20898477,20898581,-
BGIOSGA031425-PA,10,20898674,20898865,-
BGIOSGA031425-PA,10,20898964,20899117,-
BGIOSGA031425-PA,10,20899626,20899687,-
BGIOSGA031425-PA,10,20899769,20899915,-
BGIOSGA031425-PA,10,20899995,20900042,-
BGIOSGA031425-PA,10,20900570,20900707,-
BGIOSGA031425-PA,10,20900784,20900930,-
BGIOSGA031425-PA,10,20902058,20902144,-
BGIOSGA031425-PA,10,20902233,20902340,-
BGIOSGA031425-PA,10,20902420,20902520,-
BGIOSGA031425-PA,10,20903349,20903475,-
BGIOSGA031425-PA,10,20904299,20904415,-
BGIOSGA031425-PA,10,20904508,20904585,-
BGIOSGA031425-PA,10,20904719,20904763,-
BGIOSGA031425-PA,10,20905116,20905235,-
BGIOSGA031425-PA,10,20905317,20905443,-
BGIOSGA031425-PA,10,20905512,20905732,-
BGIOSGA031425-PA,10,20905826,20906008,-
BGIOSGA031425-PA,10,20906251,20906403,-
BGIOSGA031425-PA,10,20906530,20906625,-
BGIOSGA031425-PA,10,20906705,20906810,-
BGIOSGA031425-PA,10,20906889,20906971,-
BGIOSGA031425-PA,10,20907055,20907207,-
BGIOSGA031425-PA,10,20907298,20907537,-
BGIOSGA031425-PA,10,20907632,20907760,-
BGIOSGA031425-PA,10,20907846,20907893,-
BGIOSGA031425-PA,10,20908261,20908407,-
BGIOSGA031425-PA,10,20908486,20908594,-
BGIOSGA031425-PA,10,20908679,20908824,-
BGIOSGA031425-PA,10,20909194,20909288,-
BGIOSGA031425-PA,10,20909423,20909528,-
BGIOSGA031425-PA,10,20909772,20909846,-
BGIOSGA031425-PA,10,20909934,20910164,-
BGIOSGA031425-PA,10,20910250,20910344,-
BGIOSGA031425-PA,10,20910904,20911007,-
BGIOSGA031425-PA,10,20911518,20911762,-
BGIOSGA031425-PA,10,20911854,20911958,-
BGIOSGA031425-PA,10,20912108,20912245,-
BGIOSGA031425-PA,10,20912936,20913127,-
BGIOSGA031425-PA,10,20913216,20913392,-
BGIOSGA031425-PA,10,20913479,20913607,-
BGIOSGA031425-PA,10,20913681,20913794,-
BGIOSGA031425-PA,10,20913885,20914224,-
BGIOSGA031425-PA,10,20914314,20914542,-
BGIOSGA031425-PA,10,20914633,20914933,-
BGIOSGA031425-PA,10,20915800,20915898,-
BGIOSGA033427-PA,10,20919893,20919905,+
BGIOSGA033427-PA,10,20920711,20920817,+
BGIOSGA033427-PA,10,20922132,20922340,+
BGIOSGA033427-PA,10,20923432,20923530,+
BGIOSGA033427-PA,10,20923887,20924051,+
BGIOSGA033427-PA,10,20924420,20924426,+
BGIOSGA033429-PA,10,20965844,20966257,+
BGIOSGA033429-PA,10,20966439,20967188,+
BGIOSGA031423-PA,10,20984727,20985527,-
BGIOSGA033431-PA,10,21005747,21006724,+
BGIOSGA033431-PA,10,21006768,21006888,+
BGIOSGA033431-PA,10,21006921,21007085,+
BGIOSGA033431-PA,10,21007204,21008339,+
BGIOSGA031412-PA,10,21046386,21046402,-
BGIOSGA031412-PA,10,21046493,21046583,-
BGIOSGA031412-PA,10,21047928,21048782,-
BGIOSGA031412-PA,10,21048884,21048993,-
BGIOSGA031412-PA,10,21049409,21049476,-
BGIOSGA031412-PA,10,21050056,21050236,-
BGIOSGA031412-PA,10,21050485,21050587,-
BGIOSGA031412-PA,10,21050674,21050780,-
BGIOSGA031412-PA,10,21051447,21052985,-
BGIOSGA031412-PA,10,21053062,21053172,-
BGIOSGA031412-PA,10,21053257,21053309,-
BGIOSGA031412-PA,10,21053389,21053464,-
BGIOSGA031412-PA,10,21053548,21053767,-
BGIOSGA031412-PA,10,21053878,21054302,-
BGIOSGA031412-PA,10,21054594,21054773,-
BGIOSGA031412-PA,10,21054904,21056875,-
BGIOSGA031411-PA,10,21061487,21061825,-
BGIOSGA031411-PA,10,21061933,21062073,-
BGIOSGA031411-PA,10,21062444,21062530,-
BGIOSGA031411-PA,10,21062634,21062693,-
BGIOSGA031411-PA,10,21062793,21062892,-
BGIOSGA031411-PA,10,21062990,21063303,-
BGIOSGA031411-PA,10,21063652,21064020,-
BGIOSGA031411-PA,10,21064392,21064508,-
BGIOSGA031411-PA,10,21064704,21064938,-
BGIOSGA031411-PA,10,21065026,21065186,-
BGIOSGA031408-PA,10,21095451,21095804,-
BGIOSGA031408-PA,10,21097213,21097752,-
BGIOSGA031407-PA,10,21106047,21106314,-
BGIOSGA031407-PA,10,21106437,21106567,-
BGIOSGA031407-PA,10,21107073,21107138,-
BGIOSGA031407-PA,10,21107219,21107270,-
BGIOSGA031407-PA,10,21107649,21107734,-
BGIOSGA031407-PA,10,21107835,21108004,-
BGIOSGA031407-PA,10,21108093,21108209,-
BGIOSGA031407-PA,10,21108662,21108732,-
BGIOSGA031407-PA,10,21108839,21108999,-
BGIOSGA031406-PA,10,21125612,21126151,-
BGIOSGA031406-PA,10,21126201,21126482,-
BGIOSGA031405-PA,10,21139779,21139974,-
BGIOSGA031405-PA,10,21140068,21140891,-
BGIOSGA033439-PA,10,21144299,21144380,+
BGIOSGA033439-PA,10,21144840,21144886,+
BGIOSGA033439-PA,10,21145004,21145142,+
BGIOSGA033439-PA,10,21145200,21145313,+
BGIOSGA033439-PA,10,21145957,21146183,+
BGIOSGA033439-PA,10,21146329,21146586,+
BGIOSGA033439-PA,10,21146764,21147090,+
BGIOSGA031404-PA,10,21149261,21150320,-
BGIOSGA031404-PA,10,21150501,21150943,-
BGIOSGA031403-PA,10,21155884,21156354,-
BGIOSGA031403-PA,10,21156780,21156842,-
